"","ID","outcome","choice","vignette","treatment"
"135","820010","angry",TRUE,1,"2"
"136","373223","angry",TRUE,1,"3"
"138","994322","angry",FALSE,1,"3"
"139","882486","angry",FALSE,1,"3"
"142","403007","angry",FALSE,1,"3"
"144","228068","angry",FALSE,1,"2"
"145","508184","angry",FALSE,1,"3"
"146","415329","angry",FALSE,1,"3"
"148","772632","angry",TRUE,1,"1"
"150","968306","angry",TRUE,1,"3"
"152","256054","angry",FALSE,1,"2"
"154","811177","angry",FALSE,1,"3"
"155","334348","angry",TRUE,1,"3"
"157","582534","angry",FALSE,1,"2"
"158","608126","angry",FALSE,1,"1"
"159","408127","angry",FALSE,1,"2"
"161","908965","angry",FALSE,1,"2"
"162","968354","angry",TRUE,1,"2"
"164","229139","angry",FALSE,1,"1"
"166","141156","angry",FALSE,1,"1"
"168","645653","angry",FALSE,1,"3"
"170","510608","angry",FALSE,1,"2"
"172","459504","angry",TRUE,1,"2"
"176","201311","angry",FALSE,1,"1"
"178","588017","angry",TRUE,1,"2"
"182","352539","angry",TRUE,1,"1"
"184","608374","angry",TRUE,1,"3"
"185","601003","angry",TRUE,1,"2"
"186","875705","angry",FALSE,1,"2"
"188","108664","angry",TRUE,1,"1"
"190","240258","angry",TRUE,1,"1"
"195","482362","angry",FALSE,1,"1"
"197","184183","angry",FALSE,1,"3"
"199","739180","angry",FALSE,1,"3"
"200","140277","angry",TRUE,1,"1"
"202","796553","angry",FALSE,1,"1"
"206","658247","angry",FALSE,1,"2"
"209","671213","angry",TRUE,1,"3"
"210","901025","angry",TRUE,1,"2"
"215","258750","angry",FALSE,1,"3"
"216","987933","angry",FALSE,1,"3"
"220","501507","angry",FALSE,1,"1"
"221","789269","angry",TRUE,1,"3"
"222","565282","angry",FALSE,1,"2"
"223","454644","angry",FALSE,1,"1"
"224","986643","angry",FALSE,1,"2"
"228","256553","angry",FALSE,1,"2"
"229","726884","angry",FALSE,1,"3"
"233","934877","angry",FALSE,1,"2"
"235","784841","angry",TRUE,1,"3"
"236","676726","angry",TRUE,1,"2"
"237","393368","angry",FALSE,1,"3"
"241","254641","angry",FALSE,1,"1"
"243","344288","angry",FALSE,1,"1"
"245","344922","angry",TRUE,1,"3"
"246","830900","angry",TRUE,1,"1"
"247","439440","angry",FALSE,1,"2"
"248","693024","angry",FALSE,1,"1"
"249","598198","angry",TRUE,1,"1"
"251","421100","angry",FALSE,1,"2"
"252","515528","angry",FALSE,1,"3"
"253","513113","angry",FALSE,1,"3"
"256","851892","angry",FALSE,1,"2"
"257","843025","angry",FALSE,1,"1"
"258","830329","angry",TRUE,1,"2"
"259","504408","angry",FALSE,1,"1"
"264","195117","angry",FALSE,1,"1"
"265","328762","angry",TRUE,1,"2"
"266","295712","angry",FALSE,1,"3"
"269","317871","angry",TRUE,1,"2"
"271","976883","angry",FALSE,1,"2"
"276","892053","angry",TRUE,1,"2"
"277","428016","angry",FALSE,1,"1"
"280","707136","angry",FALSE,1,"2"
"282","534651","angry",TRUE,1,"1"
"283","780637","angry",TRUE,1,"1"
"285","209709","angry",FALSE,1,"2"
"286","919775","angry",FALSE,1,"3"
"289","256971","afraid",TRUE,1,"1"
"291","167199","afraid",TRUE,1,"2"
"292","314033","afraid",FALSE,1,"3"
"294","414070","afraid",FALSE,1,"2"
"295","212596","afraid",FALSE,1,"2"
"297","549400","afraid",FALSE,1,"3"
"299","902015","afraid",FALSE,1,"3"
"300","118755","afraid",FALSE,1,"3"
"301","211587","afraid",TRUE,1,"3"
"303","799528","afraid",FALSE,1,"2"
"304","687019","afraid",FALSE,1,"1"
"305","972235","afraid",TRUE,1,"3"
"306","452383","afraid",FALSE,1,"2"
"307","317954","afraid",FALSE,1,"1"
"310","724450","afraid",FALSE,1,"1"
"311","488871","afraid",FALSE,1,"1"
"312","997713","afraid",FALSE,1,"1"
"313","845087","afraid",FALSE,1,"1"
"317","368433","afraid",TRUE,1,"1"
"322","357214","afraid",TRUE,1,"2"
"324","234552","afraid",TRUE,1,"1"
"328","928579","afraid",FALSE,1,"2"
"330","938099","afraid",FALSE,1,"2"
"332","950030","afraid",FALSE,1,"1"
"335","794781","afraid",TRUE,1,"2"
"337","667502","afraid",FALSE,1,"3"
"338","183995","afraid",FALSE,1,"3"
"340","773072","afraid",FALSE,1,"3"
"341","320964","afraid",FALSE,1,"3"
"346","175324","afraid",FALSE,1,"3"
"347","359572","afraid",FALSE,1,"2"
"348","550784","afraid",TRUE,1,"2"
"354","376081","afraid",FALSE,1,"2"
"356","609457","afraid",FALSE,1,"2"
"357","524846","afraid",FALSE,1,"1"
"358","102274","afraid",FALSE,1,"1"
"361","716509","afraid",FALSE,1,"3"
"362","819111","afraid",FALSE,1,"3"
"364","534701","afraid",TRUE,1,"1"
"365","849260","afraid",FALSE,1,"3"
"367","345634","afraid",FALSE,1,"2"
"368","846836","afraid",FALSE,1,"1"
"370","647357","afraid",TRUE,1,"2"
"371","205585","afraid",TRUE,1,"2"
"375","372073","afraid",TRUE,1,"3"
"377","143234","afraid",FALSE,1,"3"
"379","235934","afraid",FALSE,1,"2"
"381","938814","afraid",FALSE,1,"2"
"382","248541","afraid",FALSE,1,"3"
"383","785841","afraid",TRUE,1,"1"
"385","822764","afraid",TRUE,1,"2"
"387","278793","afraid",FALSE,1,"1"
"388","622956","afraid",FALSE,1,"3"
"390","487163","afraid",FALSE,1,"1"
"391","954542","afraid",FALSE,1,"2"
"392","525476","afraid",TRUE,1,"3"
"395","639899","afraid",TRUE,1,"2"
"396","135284","afraid",FALSE,1,"2"
"397","665608","afraid",FALSE,1,"1"
"398","701833","afraid",TRUE,1,"3"
"399","722003","afraid",FALSE,1,"2"
"401","483328","afraid",TRUE,1,"3"
"405","685021","afraid",FALSE,1,"3"
"407","841401","afraid",TRUE,1,"1"
"411","266354","afraid",FALSE,1,"2"
"412","991269","afraid",FALSE,1,"2"
"413","195886","afraid",TRUE,1,"3"
"414","570970","afraid",FALSE,1,"2"
"415","808223","afraid",FALSE,1,"1"
"419","734804","afraid",FALSE,1,"2"
"423","820010","afraid",TRUE,1,"2"
"424","373223","afraid",TRUE,1,"3"
"426","994322","afraid",FALSE,1,"3"
"427","882486","afraid",FALSE,1,"3"
"430","403007","afraid",FALSE,1,"3"
"432","228068","afraid",FALSE,1,"2"
"433","508184","afraid",FALSE,1,"3"
"434","415329","afraid",FALSE,1,"3"
"436","772632","afraid",TRUE,1,"1"
"438","968306","afraid",FALSE,1,"3"
"440","256054","afraid",FALSE,1,"2"
"442","811177","afraid",FALSE,1,"3"
"443","334348","afraid",TRUE,1,"3"
"445","582534","afraid",FALSE,1,"2"
"446","608126","afraid",FALSE,1,"1"
"447","408127","afraid",FALSE,1,"2"
"449","908965","afraid",FALSE,1,"2"
"450","968354","afraid",TRUE,1,"2"
"452","229139","afraid",FALSE,1,"1"
"454","141156","afraid",FALSE,1,"1"
"456","645653","afraid",FALSE,1,"3"
"458","510608","afraid",TRUE,1,"2"
"460","459504","afraid",FALSE,1,"2"
"464","201311","afraid",FALSE,1,"1"
"466","588017","afraid",TRUE,1,"2"
"470","352539","afraid",TRUE,1,"1"
"472","608374","afraid",TRUE,1,"3"
"473","601003","afraid",TRUE,1,"2"
"474","875705","afraid",FALSE,1,"2"
"476","108664","afraid",TRUE,1,"1"
"478","240258","afraid",TRUE,1,"1"
"483","482362","afraid",FALSE,1,"1"
"485","184183","afraid",FALSE,1,"3"
"487","739180","afraid",FALSE,1,"3"
"488","140277","afraid",TRUE,1,"1"
"490","796553","afraid",FALSE,1,"1"
"494","658247","afraid",FALSE,1,"2"
"497","671213","afraid",FALSE,1,"3"
"498","901025","afraid",TRUE,1,"2"
"503","258750","afraid",FALSE,1,"3"
"504","987933","afraid",FALSE,1,"3"
"508","501507","afraid",FALSE,1,"1"
"509","789269","afraid",TRUE,1,"3"
"510","565282","afraid",FALSE,1,"2"
"511","454644","afraid",FALSE,1,"1"
"512","986643","afraid",FALSE,1,"2"
"516","256553","afraid",FALSE,1,"2"
"517","726884","afraid",FALSE,1,"3"
"521","934877","afraid",FALSE,1,"2"
"523","784841","afraid",TRUE,1,"3"
"524","676726","afraid",TRUE,1,"2"
"525","393368","afraid",FALSE,1,"3"
"529","254641","afraid",FALSE,1,"1"
"531","344288","afraid",FALSE,1,"1"
"533","344922","afraid",TRUE,1,"3"
"534","830900","afraid",FALSE,1,"1"
"535","439440","afraid",FALSE,1,"2"
"536","693024","afraid",FALSE,1,"1"
"537","598198","afraid",TRUE,1,"1"
"539","421100","afraid",FALSE,1,"2"
"540","515528","afraid",FALSE,1,"3"
"541","513113","afraid",FALSE,1,"3"
"544","851892","afraid",FALSE,1,"2"
"545","843025","afraid",FALSE,1,"1"
"546","830329","afraid",TRUE,1,"2"
"547","504408","afraid",FALSE,1,"1"
"552","195117","afraid",FALSE,1,"1"
"553","328762","afraid",TRUE,1,"2"
"554","295712","afraid",FALSE,1,"3"
"557","317871","afraid",TRUE,1,"2"
"559","976883","afraid",FALSE,1,"2"
"564","892053","afraid",TRUE,1,"2"
"565","428016","afraid",FALSE,1,"1"
"568","707136","afraid",FALSE,1,"2"
"570","534651","afraid",TRUE,1,"1"
"571","780637","afraid",TRUE,1,"1"
"573","209709","afraid",FALSE,1,"2"
"574","919775","afraid",FALSE,1,"3"
"577","256971","hopeful",FALSE,1,"1"
"579","167199","hopeful",TRUE,1,"2"
"580","314033","hopeful",TRUE,1,"3"
"582","414070","hopeful",TRUE,1,"2"
"583","212596","hopeful",FALSE,1,"2"
"585","549400","hopeful",TRUE,1,"3"
"587","902015","hopeful",TRUE,1,"3"
"588","118755","hopeful",TRUE,1,"3"
"589","211587","hopeful",TRUE,1,"3"
"591","799528","hopeful",TRUE,1,"2"
"592","687019","hopeful",TRUE,1,"1"
"593","972235","hopeful",FALSE,1,"3"
"594","452383","hopeful",TRUE,1,"2"
"595","317954","hopeful",TRUE,1,"1"
"598","724450","hopeful",TRUE,1,"1"
"599","488871","hopeful",TRUE,1,"1"
"600","997713","hopeful",TRUE,1,"1"
"601","845087","hopeful",TRUE,1,"1"
"605","368433","hopeful",FALSE,1,"1"
"610","357214","hopeful",FALSE,1,"2"
"612","234552","hopeful",FALSE,1,"1"
"616","928579","hopeful",TRUE,1,"2"
"618","938099","hopeful",TRUE,1,"2"
"620","950030","hopeful",TRUE,1,"1"
"623","794781","hopeful",FALSE,1,"2"
"625","667502","hopeful",TRUE,1,"3"
"626","183995","hopeful",TRUE,1,"3"
"628","773072","hopeful",FALSE,1,"3"
"629","320964","hopeful",FALSE,1,"3"
"634","175324","hopeful",TRUE,1,"3"
"635","359572","hopeful",FALSE,1,"2"
"636","550784","hopeful",FALSE,1,"2"
"642","376081","hopeful",TRUE,1,"2"
"644","609457","hopeful",TRUE,1,"2"
"645","524846","hopeful",TRUE,1,"1"
"646","102274","hopeful",TRUE,1,"1"
"649","716509","hopeful",FALSE,1,"3"
"650","819111","hopeful",TRUE,1,"3"
"652","534701","hopeful",FALSE,1,"1"
"653","849260","hopeful",FALSE,1,"3"
"655","345634","hopeful",TRUE,1,"2"
"656","846836","hopeful",TRUE,1,"1"
"658","647357","hopeful",TRUE,1,"2"
"659","205585","hopeful",FALSE,1,"2"
"663","372073","hopeful",FALSE,1,"3"
"665","143234","hopeful",TRUE,1,"3"
"667","235934","hopeful",FALSE,1,"2"
"669","938814","hopeful",TRUE,1,"2"
"670","248541","hopeful",TRUE,1,"3"
"671","785841","hopeful",FALSE,1,"1"
"673","822764","hopeful",FALSE,1,"2"
"675","278793","hopeful",FALSE,1,"1"
"676","622956","hopeful",FALSE,1,"3"
"678","487163","hopeful",TRUE,1,"1"
"679","954542","hopeful",FALSE,1,"2"
"680","525476","hopeful",FALSE,1,"3"
"683","639899","hopeful",FALSE,1,"2"
"684","135284","hopeful",FALSE,1,"2"
"685","665608","hopeful",FALSE,1,"1"
"686","701833","hopeful",FALSE,1,"3"
"687","722003","hopeful",FALSE,1,"2"
"689","483328","hopeful",TRUE,1,"3"
"693","685021","hopeful",FALSE,1,"3"
"695","841401","hopeful",FALSE,1,"1"
"699","266354","hopeful",TRUE,1,"2"
"700","991269","hopeful",FALSE,1,"2"
"701","195886","hopeful",FALSE,1,"3"
"702","570970","hopeful",TRUE,1,"2"
"703","808223","hopeful",TRUE,1,"1"
"707","734804","hopeful",TRUE,1,"2"
"711","820010","hopeful",FALSE,1,"2"
"712","373223","hopeful",FALSE,1,"3"
"714","994322","hopeful",TRUE,1,"3"
"715","882486","hopeful",TRUE,1,"3"
"718","403007","hopeful",TRUE,1,"3"
"720","228068","hopeful",FALSE,1,"2"
"721","508184","hopeful",TRUE,1,"3"
"722","415329","hopeful",TRUE,1,"3"
"724","772632","hopeful",FALSE,1,"1"
"726","968306","hopeful",FALSE,1,"3"
"728","256054","hopeful",TRUE,1,"2"
"730","811177","hopeful",TRUE,1,"3"
"731","334348","hopeful",FALSE,1,"3"
"733","582534","hopeful",TRUE,1,"2"
"734","608126","hopeful",FALSE,1,"1"
"735","408127","hopeful",TRUE,1,"2"
"737","908965","hopeful",TRUE,1,"2"
"738","968354","hopeful",FALSE,1,"2"
"740","229139","hopeful",TRUE,1,"1"
"742","141156","hopeful",TRUE,1,"1"
"744","645653","hopeful",FALSE,1,"3"
"746","510608","hopeful",FALSE,1,"2"
"748","459504","hopeful",TRUE,1,"2"
"752","201311","hopeful",FALSE,1,"1"
"754","588017","hopeful",TRUE,1,"2"
"758","352539","hopeful",FALSE,1,"1"
"760","608374","hopeful",FALSE,1,"3"
"761","601003","hopeful",FALSE,1,"2"
"762","875705","hopeful",FALSE,1,"2"
"764","108664","hopeful",FALSE,1,"1"
"766","240258","hopeful",FALSE,1,"1"
"771","482362","hopeful",TRUE,1,"1"
"773","184183","hopeful",TRUE,1,"3"
"775","739180","hopeful",TRUE,1,"3"
"776","140277","hopeful",FALSE,1,"1"
"778","796553","hopeful",TRUE,1,"1"
"782","658247","hopeful",TRUE,1,"2"
"785","671213","hopeful",TRUE,1,"3"
"786","901025","hopeful",FALSE,1,"2"
"791","258750","hopeful",TRUE,1,"3"
"792","987933","hopeful",TRUE,1,"3"
"796","501507","hopeful",TRUE,1,"1"
"797","789269","hopeful",FALSE,1,"3"
"798","565282","hopeful",TRUE,1,"2"
"799","454644","hopeful",TRUE,1,"1"
"800","986643","hopeful",TRUE,1,"2"
"804","256553","hopeful",FALSE,1,"2"
"805","726884","hopeful",TRUE,1,"3"
"809","934877","hopeful",FALSE,1,"2"
"811","784841","hopeful",TRUE,1,"3"
"812","676726","hopeful",FALSE,1,"2"
"813","393368","hopeful",FALSE,1,"3"
"817","254641","hopeful",TRUE,1,"1"
"819","344288","hopeful",TRUE,1,"1"
"821","344922","hopeful",FALSE,1,"3"
"822","830900","hopeful",TRUE,1,"1"
"823","439440","hopeful",TRUE,1,"2"
"824","693024","hopeful",TRUE,1,"1"
"825","598198","hopeful",FALSE,1,"1"
"827","421100","hopeful",TRUE,1,"2"
"828","515528","hopeful",TRUE,1,"3"
"829","513113","hopeful",TRUE,1,"3"
"832","851892","hopeful",TRUE,1,"2"
"833","843025","hopeful",FALSE,1,"1"
"834","830329","hopeful",FALSE,1,"2"
"835","504408","hopeful",TRUE,1,"1"
"840","195117","hopeful",TRUE,1,"1"
"841","328762","hopeful",FALSE,1,"2"
"842","295712","hopeful",TRUE,1,"3"
"845","317871","hopeful",TRUE,1,"2"
"847","976883","hopeful",TRUE,1,"2"
"852","892053","hopeful",TRUE,1,"2"
"853","428016","hopeful",TRUE,1,"1"
"856","707136","hopeful",TRUE,1,"2"
"858","534651","hopeful",TRUE,1,"1"
"859","780637","hopeful",FALSE,1,"1"
"861","209709","hopeful",TRUE,1,"2"
"862","919775","hopeful",TRUE,1,"3"
"865","256971","proud",FALSE,1,"1"
"867","167199","proud",FALSE,1,"2"
"868","314033","proud",TRUE,1,"3"
"870","414070","proud",TRUE,1,"2"
"871","212596","proud",FALSE,1,"2"
"873","549400","proud",TRUE,1,"3"
"875","902015","proud",TRUE,1,"3"
"876","118755","proud",TRUE,1,"3"
"877","211587","proud",TRUE,1,"3"
"879","799528","proud",TRUE,1,"2"
"880","687019","proud",TRUE,1,"1"
"881","972235","proud",FALSE,1,"3"
"882","452383","proud",FALSE,1,"2"
"883","317954","proud",TRUE,1,"1"
"886","724450","proud",TRUE,1,"1"
"887","488871","proud",TRUE,1,"1"
"888","997713","proud",TRUE,1,"1"
"889","845087","proud",TRUE,1,"1"
"893","368433","proud",FALSE,1,"1"
"898","357214","proud",FALSE,1,"2"
"900","234552","proud",FALSE,1,"1"
"904","928579","proud",TRUE,1,"2"
"906","938099","proud",TRUE,1,"2"
"908","950030","proud",TRUE,1,"1"
"911","794781","proud",FALSE,1,"2"
"913","667502","proud",TRUE,1,"3"
"914","183995","proud",TRUE,1,"3"
"916","773072","proud",FALSE,1,"3"
"917","320964","proud",FALSE,1,"3"
"922","175324","proud",TRUE,1,"3"
"923","359572","proud",FALSE,1,"2"
"924","550784","proud",FALSE,1,"2"
"930","376081","proud",TRUE,1,"2"
"932","609457","proud",TRUE,1,"2"
"933","524846","proud",FALSE,1,"1"
"934","102274","proud",TRUE,1,"1"
"937","716509","proud",FALSE,1,"3"
"938","819111","proud",TRUE,1,"3"
"940","534701","proud",FALSE,1,"1"
"941","849260","proud",FALSE,1,"3"
"943","345634","proud",TRUE,1,"2"
"944","846836","proud",TRUE,1,"1"
"946","647357","proud",TRUE,1,"2"
"947","205585","proud",FALSE,1,"2"
"951","372073","proud",FALSE,1,"3"
"953","143234","proud",TRUE,1,"3"
"955","235934","proud",TRUE,1,"2"
"957","938814","proud",TRUE,1,"2"
"958","248541","proud",TRUE,1,"3"
"959","785841","proud",FALSE,1,"1"
"961","822764","proud",FALSE,1,"2"
"963","278793","proud",FALSE,1,"1"
"964","622956","proud",FALSE,1,"3"
"966","487163","proud",TRUE,1,"1"
"967","954542","proud",FALSE,1,"2"
"968","525476","proud",TRUE,1,"3"
"971","639899","proud",FALSE,1,"2"
"972","135284","proud",FALSE,1,"2"
"973","665608","proud",FALSE,1,"1"
"974","701833","proud",FALSE,1,"3"
"975","722003","proud",FALSE,1,"2"
"977","483328","proud",TRUE,1,"3"
"981","685021","proud",FALSE,1,"3"
"983","841401","proud",FALSE,1,"1"
"987","266354","proud",TRUE,1,"2"
"988","991269","proud",FALSE,1,"2"
"989","195886","proud",FALSE,1,"3"
"990","570970","proud",TRUE,1,"2"
"991","808223","proud",TRUE,1,"1"
"995","734804","proud",TRUE,1,"2"
"999","820010","proud",FALSE,1,"2"
"1000","373223","proud",FALSE,1,"3"
"1002","994322","proud",TRUE,1,"3"
"1003","882486","proud",TRUE,1,"3"
"1006","403007","proud",FALSE,1,"3"
"1008","228068","proud",TRUE,1,"2"
"1009","508184","proud",TRUE,1,"3"
"1010","415329","proud",TRUE,1,"3"
"1012","772632","proud",FALSE,1,"1"
"1014","968306","proud",FALSE,1,"3"
"1016","256054","proud",TRUE,1,"2"
"1018","811177","proud",TRUE,1,"3"
"1019","334348","proud",FALSE,1,"3"
"1021","582534","proud",TRUE,1,"2"
"1022","608126","proud",FALSE,1,"1"
"1023","408127","proud",TRUE,1,"2"
"1025","908965","proud",TRUE,1,"2"
"1026","968354","proud",FALSE,1,"2"
"1028","229139","proud",TRUE,1,"1"
"1030","141156","proud",TRUE,1,"1"
"1032","645653","proud",FALSE,1,"3"
"1034","510608","proud",FALSE,1,"2"
"1036","459504","proud",TRUE,1,"2"
"1040","201311","proud",FALSE,1,"1"
"1042","588017","proud",TRUE,1,"2"
"1046","352539","proud",FALSE,1,"1"
"1048","608374","proud",FALSE,1,"3"
"1049","601003","proud",FALSE,1,"2"
"1050","875705","proud",FALSE,1,"2"
"1052","108664","proud",FALSE,1,"1"
"1054","240258","proud",FALSE,1,"1"
"1059","482362","proud",TRUE,1,"1"
"1061","184183","proud",TRUE,1,"3"
"1063","739180","proud",TRUE,1,"3"
"1064","140277","proud",FALSE,1,"1"
"1066","796553","proud",TRUE,1,"1"
"1070","658247","proud",TRUE,1,"2"
"1073","671213","proud",FALSE,1,"3"
"1074","901025","proud",FALSE,1,"2"
"1079","258750","proud",TRUE,1,"3"
"1080","987933","proud",TRUE,1,"3"
"1084","501507","proud",TRUE,1,"1"
"1085","789269","proud",FALSE,1,"3"
"1086","565282","proud",TRUE,1,"2"
"1087","454644","proud",TRUE,1,"1"
"1088","986643","proud",TRUE,1,"2"
"1092","256553","proud",FALSE,1,"2"
"1093","726884","proud",TRUE,1,"3"
"1097","934877","proud",FALSE,1,"2"
"1099","784841","proud",TRUE,1,"3"
"1100","676726","proud",FALSE,1,"2"
"1101","393368","proud",FALSE,1,"3"
"1105","254641","proud",TRUE,1,"1"
"1107","344288","proud",TRUE,1,"1"
"1109","344922","proud",FALSE,1,"3"
"1110","830900","proud",TRUE,1,"1"
"1111","439440","proud",TRUE,1,"2"
"1112","693024","proud",TRUE,1,"1"
"1113","598198","proud",FALSE,1,"1"
"1115","421100","proud",TRUE,1,"2"
"1116","515528","proud",TRUE,1,"3"
"1117","513113","proud",FALSE,1,"3"
"1120","851892","proud",TRUE,1,"2"
"1121","843025","proud",FALSE,1,"1"
"1122","830329","proud",FALSE,1,"2"
"1123","504408","proud",TRUE,1,"1"
"1128","195117","proud",TRUE,1,"1"
"1129","328762","proud",FALSE,1,"2"
"1130","295712","proud",TRUE,1,"3"
"1133","317871","proud",TRUE,1,"2"
"1135","976883","proud",TRUE,1,"2"
"1140","892053","proud",TRUE,1,"2"
"1141","428016","proud",FALSE,1,"1"
"1144","707136","proud",TRUE,1,"2"
"1146","534651","proud",TRUE,1,"1"
"1147","780637","proud",TRUE,1,"1"
"1149","209709","proud",TRUE,1,"2"
"1150","919775","proud",TRUE,1,"3"
"1153","256971","strong",TRUE,1,"1"
"1155","167199","strong",TRUE,1,"2"
"1156","314033","strong",TRUE,1,"3"
"1158","414070","strong",TRUE,1,"2"
"1159","212596","strong",FALSE,1,"2"
"1161","549400","strong",FALSE,1,"3"
"1163","902015","strong",FALSE,1,"3"
"1164","118755","strong",TRUE,1,"3"
"1165","211587","strong",TRUE,1,"3"
"1167","799528","strong",FALSE,1,"2"
"1168","687019","strong",FALSE,1,"1"
"1169","972235","strong",FALSE,1,"3"
"1170","452383","strong",TRUE,1,"2"
"1171","317954","strong",TRUE,1,"1"
"1174","724450","strong",FALSE,1,"1"
"1175","488871","strong",TRUE,1,"1"
"1176","997713","strong",TRUE,1,"1"
"1177","845087","strong",TRUE,1,"1"
"1181","368433","strong",FALSE,1,"1"
"1186","357214","strong",FALSE,1,"2"
"1188","234552","strong",FALSE,1,"1"
"1192","928579","strong",FALSE,1,"2"
"1194","938099","strong",TRUE,1,"2"
"1196","950030","strong",TRUE,1,"1"
"1199","794781","strong",FALSE,1,"2"
"1201","667502","strong",TRUE,1,"3"
"1202","183995","strong",TRUE,1,"3"
"1204","773072","strong",FALSE,1,"3"
"1205","320964","strong",FALSE,1,"3"
"1210","175324","strong",TRUE,1,"3"
"1211","359572","strong",TRUE,1,"2"
"1212","550784","strong",FALSE,1,"2"
"1218","376081","strong",TRUE,1,"2"
"1220","609457","strong",FALSE,1,"2"
"1221","524846","strong",FALSE,1,"1"
"1222","102274","strong",TRUE,1,"1"
"1225","716509","strong",FALSE,1,"3"
"1226","819111","strong",FALSE,1,"3"
"1228","534701","strong",FALSE,1,"1"
"1229","849260","strong",FALSE,1,"3"
"1231","345634","strong",TRUE,1,"2"
"1232","846836","strong",TRUE,1,"1"
"1234","647357","strong",TRUE,1,"2"
"1235","205585","strong",FALSE,1,"2"
"1239","372073","strong",FALSE,1,"3"
"1241","143234","strong",TRUE,1,"3"
"1243","235934","strong",TRUE,1,"2"
"1245","938814","strong",TRUE,1,"2"
"1246","248541","strong",TRUE,1,"3"
"1247","785841","strong",TRUE,1,"1"
"1249","822764","strong",TRUE,1,"2"
"1251","278793","strong",TRUE,1,"1"
"1252","622956","strong",TRUE,1,"3"
"1254","487163","strong",TRUE,1,"1"
"1255","954542","strong",TRUE,1,"2"
"1256","525476","strong",FALSE,1,"3"
"1259","639899","strong",FALSE,1,"2"
"1260","135284","strong",FALSE,1,"2"
"1261","665608","strong",FALSE,1,"1"
"1262","701833","strong",TRUE,1,"3"
"1263","722003","strong",FALSE,1,"2"
"1265","483328","strong",TRUE,1,"3"
"1269","685021","strong",FALSE,1,"3"
"1271","841401","strong",FALSE,1,"1"
"1275","266354","strong",TRUE,1,"2"
"1276","991269","strong",FALSE,1,"2"
"1277","195886","strong",FALSE,1,"3"
"1278","570970","strong",FALSE,1,"2"
"1279","808223","strong",TRUE,1,"1"
"1283","734804","strong",TRUE,1,"2"
"1287","820010","strong",FALSE,1,"2"
"1288","373223","strong",FALSE,1,"3"
"1290","994322","strong",FALSE,1,"3"
"1291","882486","strong",TRUE,1,"3"
"1294","403007","strong",TRUE,1,"3"
"1296","228068","strong",TRUE,1,"2"
